"kid","alias"
323,"otthump00000021604"
323,"otthump00000216191"
323,"otthump00000216192"
323,"otthump00000216193"
324,"death associated protein kinase 2"
324,"dapk2"
324,"drp 1"
324,"drp1"
324,"mgc119312"
324,"dap kinase 2"
324,"dap kinase related protein 1 beta isoform"
324,"otthump00000163874"
325,"death associated protein kinase 3"
325,"dapk3"
325,"flj36473"
325,"zip"
325,"zipk"
325,"dap kinase 3"
325,"dap like kinase"
325,"zip kinase isoform"
325,"zip kinase"
325,"dlk"
326,"doublecortin like kinase 1"
326,"dclk1"
326,"rp11 113p14.1"
326,"cl1"
326,"click1"
326,"dcamkl1"
326,"dcdc3a"
326,"dclk"
326,"kiaa0369"
326,"otthump00000018250"
326,"otthump00000018251"
326,"otthump00000018252"
326,"doublecortin and cam kinase like 1"
326,"doublecortin domain containing protein 3a"
326,"doublecortin like and cam kinase like 1"
326,"serine/threonine protein kinase dclk1"
327,"doublecortin like kinase 2"
327,"dclk2"
327,"cl2"
327,"click ii"
327,"click2"
327,"clik2"
327,"dcamkl2"
327,"dcdc3"
327,"dcdc3b"
327,"dck2"
327,"dkfzp761i032"
327,"mgc45428"
327,"camk like creb regulatory kinase 2"
327,"otthump00000220237"
327,"otthump00000220238"
327,"otthump00000220239"
327,"otthump00000220240"
327,"doublecortin and cam kinase like 2"
327,"doublecortin domain containing protein 3b"
327,"doublecortin like and cam kinase like 2"
327,"serine/threonine protein kinase dclk2"
328,"doublecortin like kinase 3"
328,"dclk3"
328,"hcg_16695"
328,"clr"
328,"dcamkl3"
328,"dcdc3c"
328,"dck3"
328,"kiaa1765"
328,"click i,ii related"
328,"otthump00000208673"
328,"doublecortin and cam kinase like 3"
328,"doublecortin domain containing protein 3c"
328,"doublecortin like and cam kinase like 3"
328,"serine/threonine protein kinase dclk3"
329,"hormonally up regulated neu associated kinase"
329,"hunk"
329,"b19"
329,"otthump00000107427"
329,"hormonally up regulated neu tumor associated kinase"
329,"hormonally upregulated neu associated kinase"
329,"hormonally upregulated neu tumor associated kinase"
329,"serine/threonine protein kinase mak v"
329,"serine/threonine protein kinase mak v"
330,"kalirin, rhogef kinase"
330,"kalrn"
330,"hcg_2022551"
330,"arhgef24"
330,"duet"
330,"duo"
330,"flj12332"
330,"flj16443"
330,"flj18196"
330,"flj18623"
330,"hapip"
330,"trad"
330,"otthump00000155215"
330,"otthump00000165774"
330,"otthump00000165775"
330,"otthump00000215857"
330,"huntingtin associated protein interacting protein (duo)"
330,"kalirin"
330,"serine/threonine kinase with dbl and pleckstrin homology domains"
330,"serine/threonine protein kinase with dbl and pleckstrin homology domain"
331,"mitogen activated protein kinase activated protein kinase 2"
331,"mapkapk2"
331,"mk2"
331,"map kinase activated protein kinase 2"
331,"mapk activated protein kinase 2"
331,"mapkap kinase 2"
331,"otthump00000034531"
331,"otthump00000034532"
332,"mitogen activated protein kinase activated protein kinase 3"
332,"mapkapk3"
332,"3pk"
332,"mapkap3"
332,"map kinase activated protein kinase 3"
332,"mapk activated protein kinase 3"
332,"mapkap kinase 3"
332,"mapkapk 3"
332,"otthump00000210805"
332,"otthump00000210806"
332,"otthump00000210807"
332,"chromosome 3p kinase"
333,"mitogen activated protein kinase activated protein kinase 5"
333,"mapkapk5"
333,"prak"
333,"map kinase activated protein kinase 5"
333,"mapk activated protein kinase 5"
333,"mapkap kinase 5"
333,"mapkapk 5"
333,"p38 regulated/activated protein kinase"
334,"map/microtubule affinity regulating kinase 1"
334,"mark1"
334,"kiaa1477"
334,"mark"
334,"mgc126512"
334,"mgc126513"
334,"otthump00000035457"
334,"otthump00000035458"
334,"serine/threonine protein kinase mark1"
335,"map/microtubule affinity regulating kinase 2"
335,"mark2"
335,"emk 1"
335,"emk1"
335,"mgc99619"
335,"par 1"
335,"par1b"
335,"elkl motif kinase 1"
335,"otthump00000218338"
335,"otthump00000218339"
335,"otthump00000218340"
335,"otthump00000218343"
335,"otthump00000236749"
335,"otthump00000236750"
335,"otthump00000236758"
335,"otthump00000237224"
335,"par1 homolog"
335,"ser/thr protein kinase par 1b"
335,"serine/threonine protein kinase emk"
335,"serine/threonine protein kinase mark2"
336,"map/microtubule affinity regulating kinase 3"
336,"mark3"
336,"ctak1"
336,"kp78"
336,"par1a"
336,"c tak1"
336,"elkl motif kinase 2"
336,"emk 2"
336,"cdc25c associated protein kinase 1"
336,"protein kinase stk10"
336,"ser/thr protein kinase par 1"
336,"serine/threonine protein kinase p78"
337,"map/microtubule affinity regulating kinase 4"
337,"mark4"
337,"flj12177"
337,"flj90097"
337,"kiaa1860"
337,"mark4l"
337,"mark4s"
337,"markl1"
337,"markl1l"
337,"map/microtubule affinity regulating kinase like 1"
337,"mark4 serine/threonine protein kinase"
338,"maternal embryonic leucine zipper kinase"
338,"melk"
338,"rp11 8n6.1"
338,"hpk38"
338,"kiaa0175"
338,"otthump00000021377"
338,"hmelk"
338,"peg3 kinase"
338,"protein kinase pk38"
339,"map kinase interacting serine/threonine kinase 1"
339,"mknk1"
339,"rp11 49p4.3"
339,"mnk1"
339,"map kinase interacting kinase 1"
339,"map kinase signal integrating kinase 1"
339,"map kinase interacting serine/threonine kinase 1"
339,"map kinase interacting serine/threonine protein kinase 1"
339,"otthump00000009674"
339,"otthump00000009677"
339,"otthump00000231552"
339,"otthump00000231555"
340,"map kinase interacting serine/threonine kinase 2"
340,"mknk2"
340,"gprk7"
340,"mnk2"
340,"g protein coupled receptor kinase 7"
340,"map kinase signal integrating kinase 2"
340,"map kinase interacting serine/threonine protein kinase 2"
340,"putative map kinase interacting kinase"
341,"myosin light chain kinase"
341,"mylk"
341,"aat7"
341,"dkfzp686i10125"
341,"flj12216"
341,"krp"
341,"mlck"
341,"mlck1"
341,"mlck108"
341,"mlck210"
341,"mstp083"
341,"mylk1"
341,"smmlck"
341,"otthump00000180642"
341,"otthump00000180643"
341,"otthump00000215974"
341,"otthump00000225212"
341,"kinase related protein"
341,"myosin light chain kinase, smooth muscle"
341,"myosin, light polypeptide kinase"
341,"smooth muscle myosin light chain kinase"
341,"telokin"
342,"myosin light chain kinase 2"
342,"mylk2"
342,"kmlc"
342,"mlck"
342,"mlck2"
342,"skmlck"
342,"otthump00000030560"
342,"otthump00000030561"
342,"myosin light chain kinase 2, skeletal muscle"
342,"myosin light chain kinase 2, skeletal/cardiac muscle"
343,"myosin light chain kinase 3"
343,"mylk3"
343,"mgc126319"
343,"mgc126320"
343,"mlck"
343,"mlck2"
343,"camlck"
343,"mlc kinase"
343,"otthump00000163365"
343,"cardiac mybp c associated ca/cam kinase"
343,"cardiac mybp c associated ca/cam kinase"
343,"putative myosin light chain kinase 3"
344,"myosin light chain kinase family, member 4"
344,"mylk4"
344,"rp11 145h9.1"
344,"sgk085"
344,"otthump00000015941"
344,"camlck like"
344,"myosin light chain kinase family member 4"
344,"sugen kinase 85"
345,"nuak family, snf1 like kinase, 1"
345,"nuak1"
345,"ark5"
345,"kiaa0537"
345,"amp activated protein kinase family member 5"
345,"ampk related protein kinase 5"
345,"nuak family snf1 like kinase 1"
346,"nuak family, snf1 like kinase, 2"
346,"nuak2"
346,"dkfzp434j037"
346,"dkfzp686f01113"
346,"flj90349"
346,"snark"
346,"nuak family snf1 like kinase 2"
346,"otthump00000035319"
346,"snf1/amp activated protein kinase"
346,"snf1/amp kinase related kinase"
347,"obscurin, cytoskeletal calmodulin and titin interacting rhogef"
347,"obscn"
347,"rp5 1139b12.1 10"
347,"arhgef30"
347,"dkfzp666e245"
347,"flj14124"
347,"kiaa1556"
347,"kiaa1639"
347,"mgc120409"
347,"mgc120410"
347,"mgc120411"
347,"mgc120412"
347,"mgc138590"
347,"unc89"
347,"otthump00000037764"
347,"obscurin"
347,"obscurin, myosin light chain kinase"
347,"obscurin mlck"
347,"obscurin rhogef"
347,"obscurin myosin light chain kinase"
348,"pas domain containing serine/threonine kinase"
348,"pask"
348,"dkfzp434o051"
348,"dkfzp686p2031"
348,"kiaa0135"
348,"paskin"
348,"stk37"
348,"otthump00000164573"
348,"otthump00000200460"
348,"otthump00000200461"
348,"otthump00000200462"
348,"pas domain containing serine/threonine protein kinase"
348,"pas kinase"
348,"pas serine/threonine kinase"
348,"hpask"
349,"phosphorylase kinase, gamma 1 (muscle)"
349,"phkg1"
349,"phkg"
349,"otthump00000159797"
349,"phosphorylase b kinase gamma catalytic chain, skeletal muscle isoform"
349,"phosphorylase kinase gamma"
349,"phosphorylase kinase subunit gamma 1"
350,"phosphorylase kinase, gamma 2 (testis)"
350,"phkg2"
350,"gsd9c"
350,"otthump00000163233"
350,"phk gamma t"
350,"psk c3"
350,"phosphorylase kinase, gamma 2 (testis/liver)"
350,"phosphorylase b kinase gamma catalytic chain, testis/liver isoform"
350,"phosphorylase kinase subunit gamma 2"
351,"pim 1 oncogene"
351,"pim1"
351,"otthump00000018046"
351,"oncogene pim1"
351,"pim 1 kinase 44 kda isoform"
351,"pim 1 oncogene (proviral integration site 1)"
351,"proto oncogene serine/threonine protein kinase pim 1"
352,"pim 2 oncogene"
352,"pim2"
352,"otthump00000025825"
352,"pim 2h"
352,"proto oncogene pim 2 (serine threonine kinase)"
352,"serine/threonine protein kinase pim 2"
352,"serine/threonine protein kinase pim 2"
353,"pim 3 oncogene"
353,"pim3"
353,"citf22 49e9.1"
353,"pim 3"
353,"otthump00000196970"
353,"serine/threonine kinase pim 3"
353,"serine/threonine protein kinase pim 3"
354,"pregnancy up regulated non ubiquitously expressed cam kinase"
354,"pnck"
354,"bstk3"
354,"camk1b"
354,"flj50403"
354,"flj50549"
354,"flj56451"
354,"flj59811"
354,"mgc45419"
354,"otthump00000025963"
354,"otthump00000025964"
354,"otthump00000025966"
354,"otthump00000025968"
354,"otthump00000206947"
354,"cam kinase i beta"
354,"cam kinase ib"
354,"cam ki beta"
354,"camki beta"
354,"calcium/calmodulin dependent protein kinase type 1b"
354,"pregnancy up regulated non ubiquitously expressed cam kinase"
354,"pregnancy upregulated non ubiquitously expressed cam kinase"
355,"protein kinase, amp activated, alpha 1 catalytic subunit"
355,"prkaa1"
355,"ampk"
355,"ampka1"
355,"mgc33776"
355,"mgc57364"
355,"5' amp activated protein kinase catalytic subunit alpha 1"
355,"5' amp activated protein kinase, catalytic alpha 1 chain"
355,"amp activate kinase alpha 1 subunit"
355,"amp activated protein kinase, catalytic, alpha 1"
355,"ampk alpha 1"
355,"ampk subunit alpha 1"
355,"otthump00000161795"
355,"otthump00000161796"
356,"protein kinase, amp activated, alpha 2 catalytic subunit"
356,"prkaa2"
356,"ampk"
356,"ampk2"
356,"prkaa"
356,"5' amp activated protein kinase catalytic subunit alpha 2"
356,"5' amp activated protein kinase, catalytic alpha 2 chain"
356,"ampk subunit alpha 2"
356,"ampk alpha 2 chain"
356,"otthump00000009993"
357,"protein kinase d1"
357,"prkd1"
357,"pkc mu"
357,"pkcm"
357,"pkd"
357,"prkcm"
357,"otthump00000178785"
357,"otthump00000211754"
357,"npkc d1"
357,"npkc mu"
357,"protein kinase c mu type"
357,"protein kinase c, mu"
357,"protein kinase d"
357,"serine/threonine protein kinase d1"
358,"protein kinase d2"
358,"prkd2"
358,"hspc187"
358,"pkd2"
358,"npkc d2"
358,"serine/threonine protein kinase d2"
359,"protein kinase d3"
359,"prkd3"
359,"epk2"
359,"pkc nu"
359,"pkd3"
359,"prkcn"
359,"npkc nu"
359,"otthump00000126953"
359,"protein kinase c nu type"
359,"protein kinase c, nu"
359,"protein kinase epk2"
359,"protein serine/threonine kinase"
359,"serine/threonine protein kinase d3"
360,"protein serine kinase h1"
360,"pskh1"
360,"otthump00000174853"
360,"psk h1"
360,"serine/threonine protein kinase h1"
361,"protein serine kinase h2"
361,"pskh2"
361,"otthump00000224484"
361,"psk h2"
361,"serine/threonine kinase pskh2"
361,"serine/threonine protein kinase h2"
362,"salt inducible kinase 1"
362,"sik1"
362,"msk"
362,"sik"
362,"snf1lk"
362,"otthump00000109458"
362,"sik 1"
362,"snf1 like kinase"
362,"myocardial snf1 like kinase"
362,"salt inducible protein kinase 1"
362,"serine/threonine protein kinase"
362,"serine/threonine protein kinase sik1"
362,"serine/threonine protein kinase snf1 like kinase 1"
362,"serine/threonine protein kinase snf1lk"
363,"salt inducible kinase 2"
363,"sik2"
363,"dkfzp434k1115"
363,"kiaa0781"
363,"loh11cr1i"
363,"qik"
363,"snf1lk2"
363,"otthump00000198122"
363,"sik 2"
363,"snf1 like kinase 2"
363,"qin induced kinase"
363,"salt inducible protein kinase 2"
363,"salt inducible serine/threonine kinase 2"
363,"serine/threonine protein kinase sik2"
363,"serine/threonine protein kinase snf1 like kinase 2"
364,"sik family kinase 3"
364,"sik3"
364,"l19"
364,"flj12240"
364,"kiaa0999"
364,"qsk"
364,"sik 3"
364,"otthump00000069593"
364,"otthump00000069594"
364,"otthump00000198139"
364,"salt inducible kinase 3"
364,"serine/threonine protein kinase qsk"
364,"serine/threonine protein kinase sik3"
365,"snf related kinase"
365,"snrk"
365,"dkfzp779a1866"
365,"flj20224"
365,"hsnfrk"
365,"kiaa0096"
365,"otthump00000209954"
365,"otthump00000209955"
365,"otthump00000209956"
365,"otthump00000209957"
365,"snf 1 related kinase"
365,"snf related serine/threonine protein kinase"
365,"snf1 related kinase"
366,"speg complex locus"
366,"speg"
366,"apeg 1"
366,"apeg1"
366,"bpeg"
366,"kiaa1297"
366,"mgc12676"
366,"spegalpha"
366,"spegbeta"
366,"otthump00000064868"
366,"otthump00000196351"
366,"otthump00000196352"
366,"otthump00000196353"
366,"aortic preferentially expressed gene 1"
366,"aortic preferentially expressed protein 1"
366,"nuclear protein, marker for differentiated aortic smooth muscle and down regulated with vascular injury"
366,"striated muscle preferentially expressed protein kinase"
367,"serine/threonine kinase 11"
367,"stk11"
367,"lkb1"
367,"pjs"
367,"polarization related protein lkb1"
367,"renal carcinoma antigen ny ren 19"
367,"serine/threonine protein kinase 11"
367,"serine/threonine protein kinase lkb1"
368,"serine/threonine kinase 17a"
368,"stk17a"
368,"drak1"
368,"dap kinase related apoptosis inducing protein kinase 1"
368,"otthump00000159176"
368,"death associated protein kinase related 1"
368,"serine/threonine kinase 17a (apoptosis inducing)"
368,"serine/threonine protein kinase 17a"
369,"serine/threonine kinase 17b"
369,"stk17b"
369,"drak2"
369,"dap kinase related apoptosis inducing protein kinase 2"
369,"otthump00000163614"
369,"otthump00000205666"
369,"death associated protein kinase related 2"
369,"serine/threonine protein kinase 17b"
370,"serine/threonine kinase 33"
370,"stk33"
370,"otthump00000178934"
370,"otthump00000178935"
370,"otthump00000178936"
370,"otthump00000208016"
370,"otthump00000231432"
370,"serine/threonine protein kinase 33"
371,"serine/threonine kinase 40"
371,"stk40"
371,"mgc4796"
371,"rp11 268j15.4"
371,"shik"
371,"sgk495"
371,"2310004n11rik"
371,"otthump00000009948"
371,"otthump00000009949"
371,"otthump00000009950"
371,"otthump00000009951"
371,"sink homologous serine/threonine protein kinase"
371,"ser/thr like kinase"
371,"serine/threonine protein kinase 40"
371,"sugen kinase 495"
372,"triple functional domain (ptprf interacting)"
372,"trio"
372,"arhgef23"
372,"flj42780"
372,"tgat"
372,"otthump00000161689"
372,"otthump00000220780"
372,"otthump00000221690"
372,"ptprf interacting protein"
372,"triple functional domain protein"
373,"testis specific serine kinase 1b"
373,"tssk1b"
373,"fksg81"
373,"spoga4"
373,"stk22d"
373,"tssk1"
373,"otthump00000159055"
373,"tsk 1"
373,"tssk 1"
373,"serine/threonine kinase 22d (spermiogenesis associated)"
373,"serine/threonine kinase fksg81"
373,"serine/threonine protein kinase 22a"
373,"spermiogenesis associated 4"
373,"testis specific kinase 1"
373,"testis specific serine kinase 1"
373,"testis specific serine/threonine protein kinase 1"
374,"testis specific serine kinase 2"
374,"tssk2"
374,"dgs g"
374,"flj38613"
374,"spoga2"
374,"stk22b"
374,"otthump00000196362"
374,"tsk 2"
374,"tssk 2"
374,"digeorge syndrome protein g"
374,"serine/threonine kinase 22b (spermiogenesis associated)"
374,"serine/threonine protein kinase 22b"
374,"spermiogenesis associated 2"
374,"testis specific serine threonine kinase 2"
374,"testis specific kinase 2"
374,"testis specific serine/threonine protein kinase 2"
375,"testis specific serine kinase 3"
375,"tssk3"
375,"spoga3"
375,"stk22c"
375,"stk22d"
375,"tsk3"
375,"otthump00000008862"
375,"tsk 3"
375,"tssk 3"
375,"serine/threonine protein kinase 22c"
375,"spermiogenesis associated 3"
375,"testis specific kinase 3"
375,"testis specific serine/threonine kinase 22c"
375,"testis specific serine/threonine protein kinase 3"
376,"testis specific serine kinase 4"
376,"tssk4"
376,"c14orf20"
376,"mgc133264"
376,"stk22e"
376,"tsk 4"
376,"tsk4"
376,"tssk5"
376,"otthump00000028170"
376,"serine/threonine kinase 22e"
376,"serine/threonine protein kinase 22e"
376,"testis specific serine/threonine protein kinase 4"
377,"testis specific serine kinase 6"
377,"tssk6"
377,"fksg82"
377,"ct72"
377,"flj24002"
377,"sstk"
377,"tsk 6"
377,"tssk 6"
377,"cancer/testis antigen 72"
377,"serine/threonine protein kinase sstk"
377,"serine/threonine protein kinase sstk"
377,"small serine/threonine kinase"
377,"testis specific kinase 6"
377,"testis specific serine/threonine protein kinase 6"
378,"titin"
378,"ttn"
378,"cmd1g"
378,"cmh9"
378,"cmpd4"
378,"dkfzp451n061"
378,"eomfc"
378,"flj26020"
378,"flj26409"
378,"flj32040"
378,"flj34413"
378,"flj39564"
378,"flj43066"
378,"hmerf"
378,"lgmd2j"
378,"tmd"
378,"otthump00000233809"
378,"otthump00000233810"
378,"connectin"
378,"rhabdomyosarcoma antigen mu rms 40.14"
379,"cyclin dependent kinase 1"
379,"cdk1"
379,"cdc2"
379,"cdc28a"
379,"dkfzp686l20222"
379,"mgc111195"
379,"p34cdc2"
379,"otthump00000019659"
379,"otthump00000019660"
379,"otthump00000223862"
379,"cell cycle controller cdc2"
379,"cell division control protein 2 homolog"
379,"cell division cycle 2, g1 to s and g2 to m"
379,"cell division protein kinase 1"
379,"p34 protein kinase"
380,"cyclin dependent kinase 10"
380,"cdk10"
380,"pisslre"
380,"cdc2 related protein kinase"
380,"otthump00000175352"
380,"otthump00000217847"
380,"cell division protein kinase 10"
380,"cyclin dependent kinase (cdc2 like) 10"
380,"cyclin dependent kinase related protein"
380,"serine/threonine protein kinase pisslre"
380,"serine/threonine protein kinase pisslre"
381,"cyclin dependent kinase 11a"
381,"cdk11a"
381,"rp1 283e3.2"
381,"cdc2l2"
381,"cdc2l3"
381,"cdk11 p110"
381,"cdk11 p46"
381,"cdk11 p58"
381,"mgc131975"
381,"pitslre"
381,"p58gta"
381,"otthump00000000760"
381,"otthump00000000762"
381,"otthump00000000763"
381,"otthump00000000764"
381,"otthump00000000767"
381,"otthump00000000768"
381,"pitslre b"
381,"pitslre protein kinase beta"
381,"pitslre serine/threonine protein kinase cdc2l2"
381,"cell division cycle 2 like 2 (pitslre proteins)"
381,"cell division cycle 2 like protein kinase 2"
381,"cell division protein kinase 11a"
381,"galactosyltransferase associated protein kinase p58/gta"
382,"cyclin dependent kinase 11b"
382,"cdk11b"
382,"cdc2l1"
382,"cdk11"
382,"cdk11 p110"
382,"cdk11 p46"
382,"cdk11 p58"
382,"clk 1"
382,"flj59152"
382,"pk58"
382,"p58"
382,"p58cdc2l1"
382,"p58clk 1"
382,"cdc related protein kinase p58"
382,"pitslre serine/threonine protein kinase cdc2l1"
382,"pitslrea"
382,"cell division cycle 2 like 1 (pitslre proteins)"
382,"cell division cycle 2 like protein kinase 1"
382,"cell division protein kinase 11b"
382,"galactosyltransferase associated protein kinase p58/gta"
382,"p58 clk 1"
383,"cyclin dependent kinase 12"
383,"cdk12"
383,"crk7"
383,"crkr"
383,"crkrs"
383,"kiaa0904"
383,"hcdk12"
383,"cdc2 related protein kinase 7"
383,"cdc2 related kinase, arginine/serine rich"
383,"otthump00000164282"
383,"cell division cycle 2 related protein kinase 7"
383,"cell division protein kinase 12"
384,"cyclin dependent kinase 13"
384,"cdk13"
384,"cdc2l"
384,"cdc2l5"
384,"ched"
384,"flj35215"
384,"kiaa1791"
384,"hcdk13"
384,"cdc2 related protein kinase 5"
384,"otthump00000159007"
384,"otthump00000159008"
384,"cell division cycle 2 like protein kinase 5"
384,"cell division protein kinase 13"
384,"cholinesterase related cell division controller"
385,"cyclin dependent kinase 14"
385,"cdk14"
385,"kiaa0834"
385,"pftaire1"
385,"pftk1"
385,"otthump00000025267"
385,"otthump00000068098"
385,"otthump00000196961"
385,"pftaire protein kinase 1"
385,"cell division protein kinase 14"
385,"hpftaire1"
385,"serine/threonine protein kinase pftaire 1"
386,"cyclin dependent kinase 15"
386,"cdk15"
386,"als2cr7"
386,"pftk2"
386,"otthump00000163739"
386,"otthump00000206116"
386,"otthump00000206118"
386,"otthump00000209438"
386,"pftaire protein kinase 2"
386,"amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 7"
386,"amyotrophic lateral sclerosis 2 chromosomal region candidate gene 7 protein"
386,"cell division protein kinase 15"
386,"serine/threonine protein kinase"
386,"serine/threonine protein kinase als2cr7"
386,"serine/threonine protein kinase pftaire 2"
387,"cyclin dependent kinase 16"
387,"cdk16"
387,"flj16665"
387,"pctaire"
387,"pctaire1"
387,"pctgaire"
387,"pctk1"
387,"otthump00000023208"
387,"otthump00000023209"
387,"otthump00000226801"
387,"otthump00000226803"
387,"pctaire motif protein kinase 1"
387,"cell division protein kinase 16"
387,"serine/threonine protein kinase pctaire 1"
388,"cyclin dependent kinase 17"
388,"cdk17"
388,"pctaire2"
388,"pctk2"
388,"pctaire motif protein kinase 2"
388,"cell division protein kinase 17"
388,"protein kinase cdc2 related pctaire 2"
388,"serine/threonine protein kinase pctaire 2"
389,"cyclin dependent kinase 18"
389,"cdk18"
389,"rp11 288g13.1"
389,"pctaire"
389,"pctaire3"
389,"pctk3"
389,"otthump00000035326"
389,"otthump00000035327"
389,"otthump00000035328"
389,"pctaire protein kinase 3"
389,"pctaire motif protein kinase 3"
389,"cell division protein kinase 18"
389,"serine/threonine protein kinase pctaire 3"
390,"cyclin dependent kinase 19"
390,"cdk19"
390,"rp11 346c16.5"
390,"cdc2l6"
390,"cdk11"
390,"kiaa1028"
390,"ba346c16.3"
390,"cdc2 related protein kinase 6"
390,"cdk8 like cyclin dependent kinase"
390,"otthump00000017005"
390,"otthump00000017006"
390,"otthump00000017007"
390,"cell division cycle 2 like 6 (cdk8 like)"
390,"cell division cycle 2 like protein kinase 6"
390,"cell division protein kinase 19"
390,"cyclin dependent kinase (cdc2 like) 11"
390,"cyclin dependent kinase 11"
390,"death preventing kinase"
391,"cyclin dependent kinase 2"
391,"cdk2"
391,"p33(cdk2)"
391,"cdc2 related protein kinase"
391,"cell devision kinase 2"
391,"cell division protein kinase 2"
391,"p33 protein kinase"
392,"cyclin dependent kinase 20"
392,"cdk20"
392,"rp11 350e12.2"
392,"ccrk"
392,"cdch"
392,"p42"
392,"pnqalre"
392,"cak kinase p42"
392,"cdk activating kinase p42"
392,"otthump00000021607"
392,"otthump00000123392"
392,"otthump00000123393"
392,"cell cycle related kinase"
392,"cell division protein kinase 20"
392,"cyclin dependent protein kinase h"
392,"cyclin kinase activating kinase p42"
393,"cyclin dependent kinase 3"
393,"cdk3"
393,"otthump00000206828"
393,"cell division protein kinase 3"
394,"cyclin dependent kinase 4"
394,"cdk4"
394,"cmm3"
394,"mgc14458"
394,"psk j3"
394,"cell division kinase 4"
394,"cell division protein kinase 4"
394,"melanoma cutaneous malignant, 3"
395,"cyclin dependent kinase 5"
395,"cdk5"
395,"pssalre"
395,"otthump00000212917"
395,"otthump00000212939"
395,"tpkii catalytic subunit"
395,"cell division protein kinase 5"
395,"protein kinase cdk5 splicing"
395,"serine/threonine protein kinase pssalre"
395,"tau protein kinase ii catalytic subunit"
396,"cyclin dependent kinase 6"
396,"cdk6"
396,"mgc59692"
396,"plstire"
396,"otthump00000162478"
396,"otthump00000208823"
396,"cell division protein kinase 6"
396,"serine/threonine protein kinase plstire"
397,"cyclin dependent kinase 7"
397,"cdk7"
397,"cak1"
397,"cdkn7"
397,"mo15"
397,"stk1"
397,"p39mo15"
397,"39 kda protein kinase"
397,"cak"
397,"cdk activating kinase"
397,"otthump00000125195"
397,"otthump00000222032"
397,"otthump00000222033"
397,"tfiih basal transcription factor complex kinase subunit"
397,"cell division protein kinase 7"
397,"cyclin dependent kinase 7 (mo15 homolog, xenopus laevis, cdk activating kinase)"
397,"homolog of xenopus mo15 cdk activating kinase"
397,"kinase subunit of cak"
397,"p39 mo15"
397,"serine/threonine kinase stk1"
397,"serine/threonine protein kinase 1"
397,"serine/threonine protein kinase mo15"
398,"cyclin dependent kinase 8"
398,"cdk8"
398,"k35"
398,"mgc126074"
398,"mgc126075"
398,"cdk8 protein kinase"
398,"otthump00000018158"
398,"cell division protein kinase 8"
398,"mediator complex subunit cdk8"
398,"mediator of rna polymerase ii transcription subunit cdk8"
398,"protein kinase k35"
399,"cyclin dependent kinase 9"
399,"cdk9"
399,"rp11 228b15.5"
399,"c 2k"
399,"cdc2l4"
399,"ctk1"
399,"pitalre"
399,"tak"
399,"cdc2 related kinase"
399,"otthump00000022198"
399,"cell division cycle 2 like protein kinase 4"
399,"cell division protein kinase 9"
399,"serine/threonine protein kinase pitalre"
399,"serine/threonine protein kinase pitalre"
400,"cyclin dependent kinase like 1 (cdc2 related kinase)"
400,"cdkl1"
400,"kkialre"
400,"p42"
400,"cdc2 related kinase 1"
400,"otthump00000178969"
400,"otthump00000228580"
400,"cyclin dependent kinase like 1"
400,"protein kinase p42 kkialre"
400,"serine/threonine protein kinase kkialre"
400,"serine/threonine protein kinase kkialre"
401,"cyclin dependent kinase like 2 (cdc2 related kinase)"
401,"cdkl2"
401,"kkiamre"
401,"p56"
401,"cdc2 related kinase"
401,"otthump00000160596"
401,"otthump00000219250"
401,"cyclin dependent kinase like 2"
401,"p56 kkiamre protein kinase"
401,"protein kinase p56 kkiamre"
401,"serine/threonine protein kinase kkiamre"
401,"serine/threonine protein kinase kkiamre"
402,"cyclin dependent kinase like 3"
402,"cdkl3"
402,"nkiamre"
402,"otthump00000226137"
402,"otthump00000226139"
402,"otthump00000226140"
402,"otthump00000226142"
402,"serine threonine protein kinase nkiamre"
402,"serine/threonine protein kinase nkiamre"
403,"cyclin dependent kinase like 4"
403,"cdkl4"
403,"otthump00000164944"
403,"otthump00000204123"
404,"cyclin dependent kinase like 5"
404,"cdkl5"
404,"rp1 245g19.3"
404,"eiee2"
404,"issx"
404,"stk9"
404,"otthump00000023002"
404,"otthump00000023003"
404,"serine/threonine kinase 9"
404,"serine/threonine protein kinase 9"
405,"cdc like kinase 1"
405,"clk1"
405,"clk"
405,"clk/sty"
405,"sty"
405,"cdc28/cdc2 like kinase"
405,"otthump00000163673"
405,"otthump00000206165"
405,"otthump00000206166"
405,"dual specificity protein kinase clk1"
405,"protein tyrosine kinase sty"
406,"cdc like kinase 2"
406,"clk2"
406,"mgc61500"
406,"hclk2"
406,"clk kinase"
406,"otthump00000034063"
406,"otthump00000034064"
406,"otthump00000034065"
406,"dual specificity protein kinase clk2"
407,"cdc like kinase 3"
407,"clk3"
407,"flj22858"
407,"phclk3"
407,"phclk3/152"
407,"otthump00000180678"
407,"otthump00000233457"
407,"dual specificity protein kinase clk3"
408,"cdc like kinase 4"
408,"clk4"
408,"dkfzp686a20267"
408,"otthump00000161494"
408,"dual specificity protein kinase clk4"
408,"protein serine threonine kinase clk4"
409,"dual specificity tyrosine (y) phosphorylation regulated kinase 1a"
409,"dyrk1a"
409,"dyrk"
409,"dyrk1"
409,"hp86"
409,"mnb"
409,"mnbh"
409,"mrd7"
409,"mnb/dyrk protein kinase"
409,"otthump00000109090"
409,"otthump00000109091"
409,"otthump00000109094"
409,"otthump00000174799"
